instrument,timeframe,date_analysis,direction,wave_current,wave_next,wave_degree,pattern,confirmation_level,invalidation_level,fib_target_1,fib_target_2,fib_618,fib_382,fib_786,scenario,has_alternative,current_price_approx,notes,page,source_file,result,exit_price,candles_elapsed,symbol_td,sl_pips,rr_ratio,fib_50,fib_500,profit_target_pips,target_price,invalidation_level_78.60,invalidation_level_61.80,fib_618_full,price_target,target_percentage,fib_ratios,direction_option2,direction_option3,scenario_option2,scenario_option3,option2_key_level,option2_constraint,option3_risk,date_target
USD/JPY,8h,2026-01-23,sell,(5),C,primary,zigzag,156.126,159.46,140.8,,,,,main,False,159.0,"Wave (B) completing with internal ABCDE triangle in wave (4), expecting wave C down to approximately 140.800. Confirmation level to sell at 156.126",11,23-01-26.pdf,loss,159.46,43.0,C:USDJPY,333.4,4.6,,,,,,,,,,,,,,,,,,
AUD/USD,3D,2026-01-22,buy,2,3,primary,impulse,0.64219,0.59128,0.80017,0.84,,,0.60406,main,False,0.64219,"Wave 2 completed as WXY double zigzag correction. Wave (Y) bottom at 78.6% retracement. Now starting wave 3 with sub-waves (i), (ii), (iii) projected. Key level at 0.64219 for confirmation.",1,22-01-26.pdf,win,0.70649,45.0,C:AUDUSD,509.1,3.1,,,,,,,,,,,,,,,,,,
AUD/USD,8h,2026-01-22,buy,(2),(3),intermediate,impulse,,0.66669,0.70067,,,,,main,False,0.68,"Completed 5-wave impulse (1), now in corrective wave (2), targeting wave (3) at 100% extension (0.70067)",2,22-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2026-01-22,buy,4,5,primary,impulse,,,1.21077,,,,,main,False,1.15,"Wave 4 completing as ABCDE triangle pattern, wave 5 of (C) projected to target 1.21077",3,22-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,8h,2026-01-22,buy,4,5,,triangle,,1.15761,1.21077,,,,,main,False,1.164,"Triangle ABCDE completing wave 4, wave 5 projected to 1.21077, invalidation at 1.15761",4,22-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,8H,2026-01-22,buy,2,3,primary,impulse,1.331,1.30366,1.39,,,,,main,False,1.335,"Wave 2 completed at (Y) low, wave 3 projected to 1.39 area, dual invalidation levels at 1.33100 and 1.30366",5,22-01-26.pdf,pending,,45.0,C:GBPUSD,273.4,2.16,,,,,,,,,,,,,,,,,,
GBP/USD,4H,2026-01-22,buy,2,3,primary,impulse,1.331,1.3036,1.345,1.385,,,,main,False,1.331,"Wave 2 completed at (Y), expecting wave 3 impulse towards 1.3850. Two invalidation levels marked: upper at 1.3310, lower at 1.3036",6,22-01-26.pdf,win,1.345,41.0,C:GBPUSD,274.0,0.51,,,,,,,,,,,,,,,,,,
USD/CAD,1D,2026-01-22,sell,Y,,primary,WXY correction,1.38,1.47825,1.33687,1.3035,1.3035,,,main,False,1.395,"Completed 5-wave impulse down (1-2-3-4-5), followed by WXY corrective structure. Expecting bearish continuation toward 50% fib at 1.33687 and 61.8% at 1.30350",7,22-01-26.pdf,pending,,45.0,C:USDCAD,982.5,0.44,,,,,,,,,,,,,,,,,,
USD/CAD,8h,2026-01-22,sell,(4),(5),intermediate,impulse,,1.39284,1.33687,,,,,main,False,1.39,"Wave (4) completing near invalidation level, expecting wave (5) down to 50% Fibonacci at 1.33687",8,22-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CHF,2D,2026-01-22,sell,E,(C),primary,triangle,0.785,0.88,0.756,0.747,,,,main,False,0.815,Big triangle pattern (A)-(B)-(C) with internal A-B-C-D-E structure completing wave (B). Smaller triangle pattern forming before final wave (C) decline targeting 0.7560 area,9,22-01-26.pdf,pending,,45.0,C:USDCHF,950.0,0.31,,,,,,,,,,,,,,,,,,
USD/CHF,8h,2026-01-22,sell,e,(C),primary,triangle,,0.8044,0.76,,,,,main,False,0.802,"Triangle pattern completing wave e, expecting bearish wave (C) to approximately 0.7600",10,22-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,2D,2026-01-22,sell,(B),(C),primary,zigzag,,159.46,139.0,,,,,main,False,159.46,"Completed 5-wave impulse to (5), now in ABC correction. Wave (B) completing near invalidation level, expecting wave (C) decline toward 139.000",11,22-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,8H,2026-01-22,sell,(5),C,primary,impulse,156.126,159.46,140.8,,,,,main,False,159.46,"Wave (B) completing at top, wave (5) of C finished, expecting major decline to ~140.800. Confirmation level to sell at 156.126",12,22-01-26.pdf,loss,159.46,44.0,C:USDJPY,333.4,4.6,,,,,,,,,,,,,,,,,,
AUD/USD,3D,2026-01-21,buy,2,3,primary,double zigzag WXY,0.64219,0.59128,0.80017,0.84,,,0.60406,main,False,0.655,"Wave 2 correction complete as WXY double zigzag at (Y). Now in early wave 3 with sub-waves (i) and (ii) forming. Key level at 0.64219, invalidation at 0.59128. Target wave 3 at 0.80017-0.84000",1,21-01-26.pdf,win,0.70878,45.0,C:AUDUSD,509.1,3.1,,,,,,,,,,,,,,,,,,
AUD/USD,8h,2026-01-21,buy,(2),(3),intermediate,bullish triangle,0.683,0.66669,0.7,,,,,main,True,0.671,"Bullish triangle pattern completed, wave (1) of 3 or C complete, wave (2) correction in progress, targeting wave (3) at 0.70000. Alternative count: 3 or C indicates either impulse wave 3 or corrective wave C scenario",2,21-01-26.pdf,win,0.7,6.0,C:AUDUSD,163.1,1.04,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2026-01-21,buy,4,5,primary,impulse,1.18,1.13,1.22,,,,,main,False,1.15,"Wave 4 triangle pattern (a-b-c-d-e) completing within larger wave (C), wave 5 projected to 1.2200 area",3,21-01-26.pdf,pending,,45.0,C:EURUSD,500.0,0.8,,,,,,,,,,,,,,,,,,
EUR/USD,8h,2026-01-21,buy,4,5,,triangle,1.21077,1.15761,,,,,,main,False,1.1576,"Wave 4 triangle ABCDE completing at E, bullish breakout projected to wave 5 target near 1.21077",4,21-01-26.pdf,win,1.18691,45.0,C:EURUSD,531.6,,,,,,,,,,,,,,,,,,,
EUR/USD,8h,2026-01-21,buy,4,5,,triangle,,1.15761,1.21077,,,,,main,False,1.164,"Triangle ABCDE completing wave 4, wave 5 target at 1.21077, invalidation at 1.15761",5,21-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2026-01-21,buy,2,3,primary,zigzag,1.331,1.30366,1.385,,,,,main,False,1.331,"Wave 2 completed as (Y) double zigzag, wave 3 projected to 1.38500, invalidation at 1.30366",6,21-01-26.pdf,pending,,45.0,C:GBPUSD,273.4,1.98,,,,,,,,,,,,,,,,,,
USD/CAD,1D,2026-01-21,sell,Y,Z,primary,WXY correction,1.38,1.47825,1.33687,1.3035,1.3035,,,main,False,1.39,"WXY double zigzag correction complete, bearish projection targeting 50% fib at 1.33687 and 61.8% at 1.30350, descending channel pattern",7,21-01-26.pdf,pending,,45.0,C:USDCAD,982.5,0.44,,,,,,,,,,,,,,,,,,
USD/CAD,8h,2026-01-21,sell,(4),(5),intermediate,impulse,,1.39284,1.33687,,,,,main,False,1.392,"Wave (4) completing, targeting wave (5) at 50% Fibonacci level 1.33687. Complex correction WXY completed at top.",8,21-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2026-01-21,sell,4,5,primary,impulse,,1.39284,1.33687,,,,,main,False,1.39284,"Wave (4) complete, expecting bearish wave (5) targeting 50% fib at 1.33687",9,21-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CHF,2D,2026-01-21,sell,B,C,primary,triangle,,,0.761,,,,,main,False,0.805,"Big triangle pattern A-B-C-D-E completed at wave (B), smaller triangle pattern forming, projecting wave (C) down to 0.7610 area",10,21-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CHF,8h,2026-01-21,sell,e,(C),primary,triangle,,0.80414,0.7615,,,,,main,False,0.805,"Triangle pattern completing wave e, expecting bearish wave (C) breakdown toward 0.7615",11,21-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,2D,2026-01-21,sell,(B),(C),primary,zigzag,,159.46,140.0,139.0,,,,main,False,156.0,"Wave (5) completed at ~162, now in ABC correction. Wave (B) completing as ABC flat near invalidation level. Expecting wave (C) down toward 140 area.",12,21-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,8h,2026-01-21,sell,(5),C,primary,zigzag,156.115,159.46,140.0,,,,,main,False,159.0,"Wave (B) completing with internal ABCDE triangle in wave (4), wave (5) topping near 159-160, confirmation to sell at 156.115, target around 140.000",13,21-01-26.pdf,loss,159.46,45.0,C:USDJPY,334.5,4.82,,,,,,,,,,,,,,,,,,
AUD/USD,3D,2026-01-20,buy,2,3,primary,impulse,0.64219,0.59128,0.80017,,,,0.60406,main,False,0.64219,"Wave 2 completed as WXY double zigzag correction at (Y). Wave 3 projected toward 0.80+ level. Sub-waves (i) and (ii) of wave 3 forming. Key level at 0.64219, invalidation at 0.59128",1,20-01-26.pdf,win,0.71243,45.0,C:AUDUSD,509.1,3.1,,,,,,,,,,,,,,,,,,
AUD/USD,8h,2026-01-20,buy,(2),(3),intermediate,bullish triangle,0.66669,0.66669,0.7,,,0.6635,,main,True,0.66669,"Bullish triangle pattern completed at 2 or B, wave (1) complete at 5, wave (2) retracement in progress, targeting wave 3 or C at 0.70000. Key level at 0.64219",2,20-01-26.pdf,win,0.71243,45.0,C:AUDUSD,0.0,,,0.65943,,,,,,,,,,,,,,,,
EUR/USD,2D,2026-01-20,buy,4,5,primary,impulse,1.15,1.13,1.18,1.22,,,,main,False,1.145,"Wave 4 triangle pattern (A-B-C-D-E) completing within larger wave (C), wave 5 projected to 1.22 area",3,20-01-26.pdf,win,1.18744,45.0,C:EURUSD,200.0,1.5,,,,,,,,,,,,,,,,,,
EUR/USD,8H,2026-01-20,buy,4,5,primary,triangle,,1.15761,1.21077,,,,,main,False,1.1576,"Wave 4 triangle pattern (A-B-C-D-E) completing at E, expecting wave 5 rally to 1.21077",4,20-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
GBP/USD,8h,2026-01-20,buy,2,3,primary,impulse,1.331,1.30366,1.385,,,,,main,False,1.331,"Wave 2 completed as WXY double correction, wave 3 projected to 1.3850 area, invalidation at 1.30366",5,20-01-26.pdf,pending,,45.0,C:GBPUSD,273.4,1.98,,,,,,,,,,,,,,,,,,
USD/CAD,12h,2026-01-20,sell,(4),(5),intermediate,impulse,,1.39284,1.33687,,,,,main,False,1.39284,"Wave (4) completing, expecting wave (5) down to 50% Fibonacci level at 1.33687. WXY correction completed at top, now in impulsive decline.",6,20-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4H,2026-01-20,sell,4,5,primary,impulse,,1.39284,1.33687,,,,,main,False,1.39284,"Wave (4) completing, bearish wave (5) projected to 50% Fibonacci level at 1.33687. Invalidation at 1.39284.",7,20-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CHF,2D,2026-01-20,sell,E,(C),primary,triangle,,,0.756,,,,,main,False,0.815,"Big triangle pattern A-B-C-D-E completed at (B), now in wave (C) down. Smaller triangle pattern forming within the decline. Target projects to approximately 0.7560",8,20-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CHF,8h,2026-01-20,sell,e,(C),primary,triangle,,0.80414,0.761,,,,,main,False,0.804,"Triangle pattern a-b-c-d-e completing, expecting wave (C) down to approximately 0.7610",9,20-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,2D,2026-01-20,sell,(B),(C),primary,zigzag,,159.46,141.0,,,,,main,False,159.46,"Wave (5) completed at 165.000 area, now in ABC correction. Wave (B) completing near invalidation at 159.460, expecting wave (C) decline to approximately 141.000",10,20-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,8h,2026-01-20,sell,(5),C,intermediate,zigzag,156.115,159.46,,,,,,main,False,156.115,Wave (B) completed at top with 5-wave structure. Triangle pattern A-B-C-D-E forming wave (4). Expecting sharp decline to approximately 140.00 area. Confirmation to sell at 156.115,11,20-01-26.pdf,pending,,45.0,C:USDJPY,334.5,,,,,,,,,,,,,,,,,,,
AUD/USD,3D,2026-01-19,buy,2,3,primary,impulse,0.64219,0.59128,0.80017,0.83,,0.60406,,main,False,0.64219,"Wave 2 correction complete as WXY double zigzag at (Y). Wave 3 impulse starting with sub-waves (i), (ii), (iii) projected. Key level at 0.64219, 78.6% retracement at 0.60406",1,19-01-26.pdf,win,0.70732,45.0,C:AUDUSD,509.1,3.1,,,,,,,,,,,,,,,,,,
AUD/USD,8h,2026-01-19,buy,(2),(3),intermediate,bullish triangle,0.67266,0.66632,0.7,,,0.6635,,main,True,0.671,"Bullish triangle pattern, wave 3 or C targeting 0.70000, confirmation level to buy at 0.67266, key level at 0.64219, 50% fib at 0.65943",2,19-01-26.pdf,win,0.7,8.0,C:AUDUSD,63.4,4.31,,,,,,,,,,,,,,,,,,
EUR/USD,2D,2026-01-19,buy,4,5,primary,triangle,1.14693,,1.22,,,,,main,False,1.14693,"Wave 4 triangle pattern (A-B-C-D-E) completing at key level 1.14693, wave 5 of (C) projected toward 1.22000",3,19-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,8h,2026-01-19,buy,4,5,,triangle,1.16616,1.15761,1.21077,,,,,main,True,1.1576,"Triangle pattern in wave 4 with subwaves B-C-D-E labeled. Key level at 1.14693 where wave C could extend lower. Confirmation to buy at 1.16616, invalidation at 1.15761. Target wave 5 at 1.21077.",4,19-01-26.pdf,loss,1.15761,38.0,C:EURUSD,85.5,5.22,,,,,,,,,,,,,,,,,,
GBP/USD,12h,2026-01-19,buy,2,3,primary,impulse,1.331,1.30366,,,,,,main,False,1.34,"Wave 2 completed as (W)(X)(Y) correction, wave 3 projected toward 1.3900 area, invalidation at 1.30366",5,19-01-26.pdf,pending,,45.0,C:GBPUSD,273.4,,,,,,,,,,,,,,,,,,,
GBP/USD,4h,2026-01-19,buy,2,3,primary,impulse,1.331,1.30366,1.385,,,,,main,False,1.329,"Wave 2 correction completing, expecting Wave 3 impulse up. Invalidation at 1.30366, confirmation above 1.3310",6,19-01-26.pdf,pending,,45.0,C:GBPUSD,273.4,1.98,,,,,,,,,,,,,,,,,,
USD/CAD,12h,2026-01-19,sell,(4),(5),primary,impulse,1.38525,1.39711,1.33687,,,,,main,False,1.395,"Wave (4) completing, confirmation to sell at 1.38525, target at 50.00% fib level 1.33687 for wave (5)",7,19-01-26.pdf,pending,,45.0,C:USDCAD,118.6,4.08,,,,,,,,,,,,,,,,,,
USD/CAD,4H,2026-01-19,sell,4,5,primary,impulse,1.38525,1.39711,1.33687,,,,,main,False,1.39,"Wave (4) completing, confirmation to sell at 1.38525, target wave (5) at 50% Fib level 1.33687",8,19-01-26.pdf,pending,,45.0,C:USDCAD,118.6,4.08,,,,,,,,,,,,,,,,,,
USD/CHF,2D,2026-01-19,sell,E,(C),primary,triangle,0.81238,,0.761,0.752,,,,main,False,0.81238,"Big triangle pattern (A)-(B)-(C) with internal A-B-C-D-E structure. Wave (B) completed as triangle, now expecting wave (C) down. Key level at 0.81238. Smaller triangle pattern visible in recent price action.",9,19-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CHF,8h,2026-01-19,sell,e,C,primary,triangle,0.7956,0.80414,0.7605,,,,,main,False,0.80414,"Triangle pattern a-b-c-d-e completing, key level at 0.81233, confirmation to sell at 0.79560, target wave C around 0.76050",10,19-01-26.pdf,win,0.7605,8.0,C:USDCHF,85.4,4.11,,,,,,,,,,,,,,,,,,
USD/JPY,3D,2026-01-19,sell,(B),(C),primary,zigzag,,159.46,139.0,,,,,main,False,159.46,"Completed 5-wave impulse from (4) to (5), now in ABC correction. Wave (B) completing near invalidation level, expecting wave (C) decline toward 139.000 area",11,19-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,8h,2026-01-19,sell,(5),(C),primary,impulse,156.115,159.46,140.2,,,,,main,False,159.46,"Wave (B) completing with 5-wave impulse structure (1-2-3-4-5), wave 4 shows ABCDE triangle pattern, confirmation to sell at 156.115, targeting approximately 140.200",12,19-01-26.pdf,pending,,45.0,C:USDJPY,334.5,4.76,,,,,,,,,,,,,,,,,,
AUD/USD,3D,2026-01-16,buy,2,3,primary,double zigzag,0.645,0.59128,0.80017,0.83,,,0.60406,main,False,0.64219,"Wave 2 completed as WXY double correction at (Y). Now in wave 3 impulse with subwaves (i)-(ii) forming. Key level at 0.64500, target wave 3 at 0.83+",1,16-01-26.pdf,win,0.70355,45.0,C:AUDUSD,537.2,2.89,,,,,,,,,,,,,,,,,,
AUD/USD,8h,2026-01-16,buy,(2),(3),intermediate,bullish triangle,0.67269,0.66632,0.7,,,0.6635,,main,True,0.671,"Bullish triangle pattern completed, wave (1) finished at 5, now in wave (2) correction. Wave 3 or C targeting 0.70000. Key level at 0.64219. Label 2 or B at major low.",2,16-01-26.pdf,win,0.7,10.0,C:AUDUSD,63.7,4.29,,0.65943,,,,,,,,,,,,,,,,
EUR/USD,2D,2026-01-16,buy,4,5,primary,impulse,1.14693,,1.22,,,,,main,False,1.14693,"Wave 4 triangle (A-B-C-D-E) completing at key level 1.14693, wave 5 of (C) projected to 1.22000",3,16-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,8H,2026-01-16,buy,4,5,,triangle,1.16988,1.15926,1.21077,,,,,main,False,1.158,"Triangle pattern ABCDE completing wave 4. Key level at 1.14693. Triangle may develop even lower within wave C. Confirmation to buy at 1.16988, invalidation at 1.15926 for better risk reward.",4,16-01-26.pdf,loss,1.15926,40.0,C:EURUSD,106.2,3.85,,,,,,,,,,,,,,,,,,
GBP/USD,12h,2026-01-16,buy,2,3,primary,impulse,1.331,1.30366,1.38,,,,,main,False,1.331,"Wave 2 completed as WXY double zigzag correction, wave 3 projected higher with invalidation at 1.30366",5,16-01-26.pdf,pending,,45.0,C:GBPUSD,273.4,1.79,,,,,,,,,,,,,,,,,,
GBP/USD,4H,2026-01-16,buy,2,3,primary,impulse,1.331,1.3036,1.385,,,,,main,False,1.338,"Wave 2 completed, expecting bullish wave 3 toward 1.3850. Two invalidation levels marked: 1.3310 and 1.3036",6,16-01-26.pdf,pending,,45.0,C:GBPUSD,274.0,1.97,,,,,,,,,,,,,,,,,,
USD/CAD,12h,2026-01-16,sell,(4),(5),primary,impulse,,1.39711,1.336,,,,,main,False,1.39711,"Bearish impulse wave (5) projected to 50% Fib level at 1.33600, preceded by W-X-Y corrective pattern completing at Y top",7,16-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CAD,4h,2026-01-16,sell,4,5,primary,impulse,1.38525,1.39711,1.337,,,,,main,False,1.38525,"Confirmation level to Sell at 1.38525, wave (5) target near 1.3370",8,16-01-26.pdf,pending,,45.0,C:USDCAD,118.6,4.07,,,,,,,,,,,,,,,,,,
USD/CHF,2D,2026-01-16,sell,(B),(C),primary,triangle,0.81233,0.845,0.765,0.75,,,,main,False,0.81233,"Big triangle pattern A-B-C-D-E completed, smaller triangle pattern forming, wave (C) projected down to ~0.76 area, key level at 0.81233",9,16-01-26.pdf,win,0.77585,45.0,C:USDCHF,326.7,1.45,,,,,,,,,,,,,,,,,,
USD/CHF,8h,2026-01-16,sell,e,(C),intermediate,triangle,0.79825,,0.761,,,,,main,False,0.81233,Triangle pattern (a-b-c-d-e) completing. Confirmation level to Sell at 0.79825. Key level at 0.81233. The stop will be at the top of Wave E after its formation. Target at wave (C) around 0.7610,10,16-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,2D,2026-01-16,sell,(B),(C),primary,zigzag,,159.46,140.0,,,,,main,False,159.46,"Wave (5) completed, now in ABC correction. Wave (B) completing as ABC structure, expecting wave (C) down to approximately 140.000",11,16-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,8h,2026-01-16,sell,(5),C,primary,triangle,156.115,159.46,140.25,,,,,main,False,157.5,"Wave (B) completing with triangle pattern ABCDE in wave (4), confirmation to sell at 156.115, target near 140.250",12,16-01-26.pdf,pending,,45.0,C:USDJPY,334.5,4.74,,,,,,,,,,,,,,,,,,
AUD/USD,3D,2026-01-15,buy,2,3,primary,double zigzag WXY,0.64219,0.59128,0.80017,,,,0.60406,main,False,0.64219,"Wave 2 completed as WXY double zigzag at (Y). Now starting wave 3 impulse with subwaves (i)-(ii)-(iii) projected. Key level at 0.64219, invalidation at 0.59128. Target wave 3 near 0.80-0.84 area.",1,15-01-26.pdf,win,0.7013,45.0,C:AUDUSD,509.1,3.1,,,,,,,,,,,,,,,,,,
AUD/USD,8h,2026-01-15,buy,(2),(3),intermediate,bullish triangle,0.67269,0.66632,0.7,,,0.6635,,main,True,0.66632,"Leading diagonal wave 1 or A, bullish triangle pattern for wave 2 or B, confirmation level to buy at 0.67269, key level at 0.64219, targeting wave 3 or C",2,15-01-26.pdf,win,0.7,11.0,C:AUDUSD,63.7,4.29,,0.65943,,,,,,,,,,,,,,,,
EUR/USD,2D,2026-01-15,buy,4,5,primary,triangle,1.14693,,1.22,,,,,main,False,1.14693,"Wave 4 triangle (ABCDE) completing at key level 1.14693, wave 5 of (C) projected to ~1.22",3,15-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
EUR/USD,8h,2026-01-15,buy,4,5,,triangle,1.16988,1.16183,1.21077,,,,,main,False,1.14693,"Triangle pattern ABCDE completing wave 4. Key level at 1.14693. Confirmation level to buy at 1.16988. If market goes lower, stay out of market.",4,15-01-26.pdf,loss,1.16183,41.0,C:EURUSD,80.5,5.08,,,,,,,,,,,,,,,,,,
GBP/USD,12h,2026-01-15,buy,2,3,primary,impulse,1.331,1.30366,1.38,,,,,main,False,1.345,"Wave 2 completed at (Y), now in wave 1 of wave 3. Invalidation at 1.30366 for wave 2, secondary invalidation at 1.33100. Bullish projection targeting 1.38000 area for wave 3",5,15-01-26.pdf,pending,,45.0,C:GBPUSD,273.4,1.79,,,,,,,,,,,,,,,,,,
GBP/USD,4H,2026-01-15,buy,2,3,primary,impulse,1.331,1.30366,1.35,1.38,,,,main,False,1.33,"Wave 2 completed at (Y), expecting wave 3 impulse to 1.38. Two invalidation levels marked: 1.33100 (near) and 1.30366 (main)",6,15-01-26.pdf,pending,,45.0,C:GBPUSD,273.4,0.69,,,,,,,,,,,,,,,,,,
USD/CAD,8h,2026-01-15,sell,2,3,intermediate,impulse,1.38544,1.39711,1.33767,,,,,main,False,1.39,"Wave (4) completing, confirmation to sell at 1.38544, target wave (5) at 50% fib level 1.33767",7,15-01-26.pdf,pending,,45.0,C:USDCAD,116.7,4.09,,,,,,,,,,,,,,,,,,
USD/CAD,4H,2026-01-15,sell,2,5,primary,impulse,1.38544,1.39711,1.33767,,,,,main,False,1.39,"Bearish impulse wave in progress, wave (5) target at 50% Fibonacci level 1.33767, confirmation to sell at 1.38544",8,15-01-26.pdf,pending,,45.0,C:USDCAD,116.7,4.09,,,,,,,,,,,,,,,,,,
USD/CHF,2D,2026-01-15,sell,E,(C),primary,triangle,,,0.761,,,,,main,False,0.8,Big triangle pattern (A)-(B)-(C) with internal A-B-C-D-E completed. Smaller triangle pattern forming. Expecting wave (C) down toward 0.7610,9,15-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/CHF,8h,2026-01-15,sell,e,(C),primary,triangle,0.79554,,0.762,,,,,main,False,0.81233,"Triangle pattern completing wave e, confirmation to sell at 0.79554, stop will be at the top of Wave E after its formation, target at wave (C) around 0.7620",10,15-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,3D,2026-01-15,sell,(B),(C),primary,zigzag,,161.949,142.0,139.0,,,,main,False,157.0,"Wave (5) completed, ABC correction in progress. Wave (B) completing as ABC structure (A-B-C labeled in blue), expecting wave (C) down to approximately 141-142 area",11,15-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
USD/JPY,8h,2026-01-15,sell,(5),C,primary,zigzag,156.115,,140.25,,,,,main,False,158.5,"Wave (B) completing with internal waves (1)-(5), confirmation level to sell at 156.115, waiting outside the market for downward scenario confirmation",12,15-01-26.pdf,no_symbol_or_data,,,,,,,,,,,,,,,,,,,,,,,
